==PROF== Connected to process 2138278 (/home/yanxia/hanyong/GPUdemo/add_cu)
==PROF== Disconnected from process 2138278
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup"
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","DRAM Frequency","cycle/second","1214601393.61",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","SM Frequency","cycle/second","1096045138.49",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","10311140",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","Memory Throughput","%","88.71",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","DRAM Throughput","%","88.71",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","Duration","nsecond","9331712",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","16.13",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","66.48",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","10207363.98",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","12.15",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","SpeedOfLight","","","","SOLBottleneck","INF","The kernel is utilizing greater than 80.0% of the available compute or memory performance of the device. To further improve performance, work will likely need to be shifted from the most utilized to another unit. Start by analyzing DRAM in the Memory Workload Analysis section.",""
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (fp32) to double (fp64) performance on this device is 2:1. The kernel achieved  close to 1% of this device's fp32 peak performance and 0% of its fp64 peak performance. See the Kernel Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.",""
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Compute Workload Analysis","Executed Ipc Active","inst/cycle","0.46",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","0.46",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Compute Workload Analysis","Issue Slots Busy","%","11.41",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Compute Workload Analysis","Issued Ipc Active","inst/cycle","0.46",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Compute Workload Analysis","SM Busy","%","11.41",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","ComputeWorkloadAnalysis","","","","HighPipeUtilization","WRN","All compute pipelines are under-utilized. Either this kernel is very small or it doesn't issue enough warps per scheduler. Check the Launch Statistics and Scheduler Statistics sections for further details.",""
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Memory Workload Analysis","Memory Throughput","byte/second","1379207382310.98",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Memory Workload Analysis","Mem Busy","%","36.39",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Memory Workload Analysis","Max Bandwidth","%","88.71",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Memory Workload Analysis","L1/TEX Hit Rate","%","33.31",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Memory Workload Analysis","L2 Hit Rate","%","45.43",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Memory Workload Analysis","Mem Pipes Busy","%","12.15",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Scheduler Statistics","One or More Eligible","%","11.43",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Scheduler Statistics","Issued Warp Per Scheduler","","0.11",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Scheduler Statistics","No Eligible","%","88.57",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Scheduler Statistics","Active Warps Per Scheduler","warp","13.91",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Scheduler Statistics","Eligible Warps Per Scheduler","warp","0.16",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","SchedulerStats","","","","IssueSlotUtilization","OPT","Every scheduler is capable of issuing one instruction per cycle, but for this kernel each scheduler only issues an instruction every 8.7 cycles. This might leave hardware resources underutilized and may lead to less optimal performance. Out of the maximum of 16 warps per scheduler, this kernel allocates an average of 13.91 active warps per scheduler, but only an average of 0.16 warps were eligible per cycle. Eligible warps are the subset of active warps that are ready to issue their next instruction. Every cycle with no eligible warp results in no instruction being issued and the issue slot remains unused. To increase the number of eligible warps, avoid possible load imbalances due to highly different execution durations per warp. Reducing stalls indicated on the Warp State Statistics and Source Counters sections can help, too.","88.57"
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","121.63",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","121.64",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Warp State Statistics","Avg. Active Threads Per Warp","","32",
"0","2138278","add_cu","127.0.0.1","add(int, float *, float *)","1","7","(256, 1, 1)","(4194304, 1, 1)","0","8.0","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","29.87",
